,GI,TG,CO2 Avoided (pounds),CO2 Avoided ($),CO2 Sequestered (pounds),CO2 Sequestered ($),Electricity Saved (kWh),Electricity Saved ($),Fuel Saved (MMBtu),Fuel Saved ($),Tree Biomass (short ton),Rainfall Interception (gallons),Avoided Runoff (gallons),Avoided Runoff ($),O3 Removed (pounds),NO2 Avoided (pounds),NO2 Removed (pounds),SO2 Avoided (pounds),SO2 Removed (pounds),VOC Avoided (pounds),PM2.5 Avoided (pounds),PM2.5 Removed (pounds)
4,3,"(1) Tree, Tulip (Liriodendron tulipifera)  at 55.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in fair condition and planted in full sun.","13,466.6",$313.19,"28,936.5",$672.97,"2,447.5",$281.14,52.4,$660.93,17.7,"105,630.3","14,353.7",$128.26,20.0,1.9,5.2,31.2,2.8,0.3,0.2,0.3
5,4,"(1) Tree, Tulip (Liriodendron tulipifera)  at 55.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in poor condition and planted in full sun.","13,344.7",$310.36,"21,140.1",$491.65,"2,337.8",$268.54,52.4,$660.93,15.9,"79,866.8","10,852.8",$96.98,25.2,1.9,7.3,30.9,3.3,0.3,0.2,0.7
6,5,"(1) Tree, Tulip (Liriodendron tulipifera)  at 41.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in poor condition and planted in full sun.","13,344.7",$310.36,"16,128.3",$375.09,"2,337.8",$268.54,52.4,$660.93,9.2,"76,692.5","10,421.5",$93.13,26.3,1.9,7.8,30.9,3.4,0.3,0.2,0.8
7,6,"(1) Tree, Tulip (Liriodendron tulipifera)  at 95.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in excellent condition and planted in full sun.","13,576.2",$315.74,"72,584.4","$1,688.09","2,546.3",$292.48,52.4,$660.93,57.6,"128,817.5","17,504.5",$156.42,14.0,1.9,3.1,31.5,2.1,0.3,0.2,0.1
8,7,"(1) Tree, Tulip (Liriodendron tulipifera)  at 60.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in poor condition and planted in full sun.","13,344.7",$310.36,"23,655.6",$550.16,"2,337.8",$268.54,52.4,$660.93,19.0,"79,866.8","10,852.8",$96.98,25.2,1.9,7.3,30.9,3.3,0.3,0.2,0.7
9,8,"(1) Tree, Tulip (Liriodendron tulipifera)  at 16.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in fair condition and planted in full sun.","13,466.6",$313.19,"11,993.0",$278.92,"2,447.5",$281.14,52.4,$660.93,3.3,"56,834.3","7,723.0",$69.01,29.0,1.9,9.5,31.2,3.5,0.3,0.2,1.5
10,9,"(1) Tree, Tulip (Liriodendron tulipifera)  at 8.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in poor condition and planted in full sun.","13,344.7",$310.36,"4,498.4",$104.62,"2,337.8",$268.54,52.4,$660.93,1.1,"21,904.5","2,976.5",$26.60,13.4,1.9,4.6,30.9,1.6,0.3,0.2,0.8
11,10,"(1) Maple, Japanese (Acer palmatum)  at 26.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in excellent condition and planted in full sun.","6,702.5",$155.88,1.5,$0.04,"1,169.1",$134.30,26.3,$332.30,2.0,"79,946.7","10,863.7",$97.08,32.6,1.0,10.1,15.5,4.1,0.2,0.1,1.2
2,1,"(1) Maple, Japanese (Acer palmatum)  at 21.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in excellent condition and planted in full sun.","2,348.8",$54.62,1.2,$0.03,434.5,$49.91,9.1,$114.75,1.2,"67,279.8","9,142.4",$81.70,31.3,0.3,10.0,5.4,3.9,0.1,0.0,1.4
3,2,"(1) Maple, Japanese (Acer palmatum)  at 30.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in excellent condition and planted in full sun.","6,702.5",$155.88,1.8,$0.04,"1,169.1",$134.30,26.3,$332.30,2.7,"79,946.7","10,863.7",$97.08,32.6,1.0,10.1,15.5,4.1,0.2,0.1,1.2
4,3,"(1) Maple, Japanese (Acer palmatum)  at 28.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in excellent condition and planted in full sun.","6,702.5",$155.88,1.7,$0.04,"1,169.1",$134.30,26.3,$332.30,2.4,"79,946.7","10,863.7",$97.08,32.6,1.0,10.1,15.5,4.1,0.2,0.1,1.2
5,4,"(1) Maple, Japanese (Acer palmatum)  at 24.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in excellent condition and planted in full sun.","6,702.5",$155.88,1.4,$0.03,"1,169.1",$134.30,26.3,$332.30,1.7,"79,946.7","10,863.7",$97.08,32.6,1.0,10.1,15.5,4.1,0.2,0.1,1.2
6,5,"(1) Maple, Japanese (Acer palmatum)  at 25.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in excellent condition and planted in full sun.","6,702.5",$155.88,1.4,$0.03,"1,169.1",$134.30,26.3,$332.30,1.8,"79,946.7","10,863.7",$97.08,32.6,1.0,10.1,15.5,4.1,0.2,0.1,1.2
7,6,"(1) Maple, Japanese (Acer palmatum)  at 32.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in excellent condition and planted in full sun.","6,702.5",$155.88,2.0,$0.05,"1,169.1",$134.30,26.3,$332.30,3.2,"79,946.7","10,863.7",$97.08,32.6,1.0,10.1,15.5,4.1,0.2,0.1,1.2
8,7,"(1) Maple, Japanese (Acer palmatum)  at 23.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in excellent condition and planted in full sun.","2,356.6",$54.81,1.3,$0.03,450.8,$51.78,9.0,$114.12,1.5,"78,542.6","10,672.9",$95.37,32.5,0.3,10.1,5.5,4.1,0.1,0.0,1.3
9,8,"(1) Maple, Japanese (Acer palmatum)  at 22.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in excellent condition and planted in full sun.","2,352.7",$54.72,1.3,$0.03,442.8,$50.86,9.1,$114.43,1.4,"72,802.3","9,892.8",$88.40,32.1,0.3,10.1,5.5,4.0,0.1,0.0,1.3
10,9,"(1) Maple, Japanese (Acer palmatum)  at 27.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in excellent condition and planted in full sun.","6,702.5",$155.88,1.6,$0.04,"1,169.1",$134.30,26.3,$332.30,2.2,"79,946.7","10,863.7",$97.08,32.6,1.0,10.1,15.5,4.1,0.2,0.1,1.2
11,10,"(1) Maple, Japanese (Acer palmatum)  at 38.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in excellent condition and planted in full sun.","6,702.5",$155.88,2.4,$0.06,"1,169.1",$134.30,26.3,$332.30,4.7,"79,946.7","10,863.7",$97.08,32.6,1.0,10.1,15.5,4.1,0.2,0.1,1.2
2,1,"(1) Maple, Japanese (Acer palmatum)  at 29.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in excellent condition and planted in full sun.","6,702.5",$155.88,1.7,$0.04,"1,169.1",$134.30,26.3,$332.30,2.5,"79,946.7","10,863.7",$97.08,32.6,1.0,10.1,15.5,4.1,0.2,0.1,1.2
3,2,"(1) Maple, Japanese (Acer palmatum)  at 33.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in excellent condition and planted in full sun.","6,702.5",$155.88,2.0,$0.05,"1,169.1",$134.30,26.3,$332.30,3.4,"79,946.7","10,863.7",$97.08,32.6,1.0,10.1,15.5,4.1,0.2,0.1,1.2
4,3,"(1) Maple, Japanese (Acer palmatum)  at 30.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in fair condition and planted in full sun.","6,658.4",$154.85,1.5,$0.03,"1,129.5",$129.74,26.3,$332.30,2.7,"65,556.3","8,908.2",$79.60,28.6,0.9,9.0,15.4,3.6,0.2,0.1,1.2
5,4,"(1) Maple, Japanese (Acer palmatum)  at 20.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in fair condition and planted in full sun.","2,327.3",$54.13,0.9,$0.02,410.5,$47.15,9.1,$115.08,1.1,"50,818.8","6,905.6",$61.71,24.8,0.3,8.0,5.4,3.0,0.1,0.0,1.2
6,5,"(1) Maple, Japanese (Acer palmatum)  at 11.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in fair condition and planted in full sun.","2,314.9",$53.84,295.3,$6.87,376.1,$43.20,9.2,$116.66,0.4,"21,358.7","2,902.4",$25.94,10.7,0.3,3.5,5.4,1.3,0.1,0.0,0.5
7,6,"(1) Maple, Japanese (Acer palmatum)  at 12.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in fair condition and planted in full sun.","2,314.6",$53.83,157.6,$3.67,376.2,$43.22,9.2,$116.64,0.4,"23,304.2","3,166.7",$28.30,11.8,0.3,3.9,5.4,1.4,0.1,0.0,0.6
8,7,"(1) Maple, Japanese (Acer palmatum)  at 26.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in fair condition and planted in full sun.","6,658.4",$154.85,1.2,$0.03,"1,129.5",$129.74,26.3,$332.30,2.0,"65,556.3","8,908.2",$79.60,28.6,0.9,9.0,15.4,3.6,0.2,0.1,1.2
9,8,"(1) Maple, Japanese (Acer palmatum)  at 15.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in fair condition and planted in full sun.","2,313.7",$53.81,0.6,$0.01,376.8,$43.28,9.2,$116.54,0.6,"31,748.7","4,314.2",$38.55,16.4,0.3,5.4,5.4,2.0,0.1,0.0,0.8
10,9,"(1) Maple, Japanese (Acer palmatum)  at 16.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in fair condition and planted in full sun.","2,313.8",$53.81,0.7,$0.02,377.8,$43.40,9.2,$116.48,0.7,"35,205.5","4,783.9",$42.75,18.2,0.3,6.0,5.4,2.2,0.1,0.0,0.9
11,10,"(1) Maple, Japanese (Acer palmatum)  at 13.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in fair condition and planted in full sun.","2,314.4",$53.83,0.5,$0.01,376.4,$43.23,9.2,$116.61,0.4,"25,370.8","3,447.5",$30.81,13.0,0.3,4.2,5.4,1.6,0.1,0.0,0.6
2,1,"(1) Maple, Japanese (Acer palmatum)  at 21.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in fair condition and planted in full sun.","2,330.5",$54.20,1.0,$0.02,418.1,$48.02,9.1,$114.75,1.2,"55,168.6","7,496.7",$66.99,26.2,0.3,8.4,5.4,3.2,0.1,0.0,1.2
3,2,"(1) Maple, Japanese (Acer palmatum)  at 14.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in fair condition and planted in full sun.","2,314.1",$53.82,0.6,$0.01,376.6,$43.26,9.2,$116.58,0.5,"28,470.4","3,868.7",$34.57,14.7,0.3,4.8,5.4,1.8,0.1,0.0,0.7
4,3,"(1) Maple, Japanese (Acer palmatum)  at 8.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in poor condition and planted in full sun.","2,301.2",$53.52,472.7,$10.99,362.4,$41.63,9.3,$116.76,0.2,"11,680.4","1,587.2",$14.18,4.8,0.3,1.5,5.3,0.6,0.1,0.0,0.2
5,4,"(1) Maple, Japanese (Acer palmatum)  at 20.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in poor condition and planted in full sun.","2,308.0",$53.68,0.7,$0.02,393.1,$45.15,9.1,$115.08,1.1,"38,423.3","5,221.2",$46.66,17.6,0.3,5.6,5.4,2.2,0.1,0.0,0.8
6,5,"(1) Maple, Japanese (Acer palmatum)  at 10.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in poor condition and planted in full sun.","2,300.6",$53.50,335.0,$7.79,362.7,$41.66,9.2,$116.70,0.3,"14,395.9","1,956.2",$17.48,6.1,0.3,1.9,5.3,0.8,0.1,0.0,0.2
7,6,"(1) Maple, Japanese (Acer palmatum)  at 30.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in poor condition and planted in full sun.","6,609.5",$153.72,1.1,$0.03,"1,085.5",$124.68,26.3,$332.30,2.7,"49,567.0","6,735.5",$60.19,21.8,0.9,6.9,15.3,2.7,0.2,0.1,0.9
8,7,"(1) Maple, Japanese (Acer palmatum)  at 26.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in poor condition and planted in full sun.","6,609.5",$153.72,0.9,$0.02,"1,085.5",$124.68,26.3,$332.30,2.0,"49,567.0","6,735.5",$60.19,21.8,0.9,6.9,15.3,2.7,0.2,0.1,0.9
9,8,"(1) Maple, Japanese (Acer palmatum)  at 28.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in poor condition and planted in full sun.","6,609.5",$153.72,1.0,$0.02,"1,085.5",$124.68,26.3,$332.30,2.4,"49,567.0","6,735.5",$60.19,21.8,0.9,6.9,15.3,2.7,0.2,0.1,0.9
10,9,"(1) Maple, Japanese (Acer palmatum)  at 22.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in poor condition and planted in full sun.","2,312.2",$53.78,0.8,$0.02,406.3,$46.67,9.1,$114.44,1.4,"45,136.1","6,133.4",$54.81,20.3,0.3,6.4,5.4,2.5,0.1,0.0,0.9
11,10,"(1) Maple, Japanese (Acer palmatum)  at 40.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in poor condition and planted in full sun.","6,609.5",$153.72,1.6,$0.04,"1,085.5",$124.68,26.3,$332.30,5.2,"49,567.0","6,735.5",$60.19,21.8,0.9,6.9,15.3,2.7,0.2,0.1,0.9
2,1,"(1) Maple, Japanese (Acer palmatum)  at 29.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in poor condition and planted in full sun.","6,609.5",$153.72,1.1,$0.02,"1,085.5",$124.68,26.3,$332.30,2.5,"49,567.0","6,735.5",$60.19,21.8,0.9,6.9,15.3,2.7,0.2,0.1,0.9
3,2,"(1) Maple, Japanese (Acer palmatum)  at 25.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in poor condition and planted in full sun.","6,609.5",$153.72,0.9,$0.02,"1,085.5",$124.68,26.3,$332.30,1.8,"49,567.0","6,735.5",$60.19,21.8,0.9,6.9,15.3,2.7,0.2,0.1,0.9
4,3,"(1) Maple, Japanese (Acer palmatum)  at 34.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in poor condition and planted in full sun.","6,609.5",$153.72,1.3,$0.03,"1,085.5",$124.68,26.3,$332.30,3.6,"49,567.0","6,735.5",$60.19,21.8,0.9,6.9,15.3,2.7,0.2,0.1,0.9
5,4,"(1) Maple, Japanese (Acer palmatum)  at 12.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in poor condition and planted in full sun.","2,300.0",$53.49,128.9,$3.00,363.0,$41.70,9.2,$116.64,0.4,"17,489.0","2,376.5",$21.24,7.6,0.3,2.4,5.3,1.0,0.1,0.0,0.3
6,5,"(1) Maple, Japanese (Acer palmatum)  at 6.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in poor condition and planted in full sun.","1,235.6",$28.74,545.4,$12.69,195.5,$22.46,5.0,$62.63,0.2,"9,337.5","1,268.8",$11.34,3.7,0.2,1.1,2.9,0.5,0.0,0.0,0.1
7,6,"(1) Maple, Japanese (Acer palmatum)  at 4.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in poor condition and planted in full sun.",439.6,$10.22,548.9,$12.77,70.7,$8.12,1.8,$22.20,0.2,"7,268.1",987.6,$8.83,2.8,0.1,0.9,1.0,0.4,0.0,0.0,0.1
8,7,"(1) Maple, Japanese (Acer palmatum)  at 18.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in poor condition and planted in full sun.","2,303.6",$53.57,0.6,$0.01,379.1,$43.55,9.2,$115.76,0.9,"32,250.7","4,382.4",$39.16,14.9,0.3,4.8,5.3,1.8,0.1,0.0,0.7
9,8,"(1) Maple, Japanese (Acer palmatum)  at 20.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in excellent condition and planted in full sun.","2,344.7",$54.53,1.1,$0.03,426.1,$48.94,9.1,$115.08,1.1,"61,975.1","8,421.6",$75.26,30.2,0.3,9.8,5.4,3.7,0.1,0.0,1.4
10,9,"(1) Maple, Japanese (Acer palmatum)  at 36.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in excellent condition and planted in full sun.","6,702.5",$155.88,2.3,$0.05,"1,169.1",$134.30,26.3,$332.30,4.1,"79,946.7","10,863.7",$97.08,32.6,1.0,10.1,15.5,4.1,0.2,0.1,1.2
11,10,"(1) Maple, Japanese (Acer palmatum)  at 60.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in excellent condition and planted in full sun.","6,702.5",$155.88,4.3,$0.10,"1,169.1",$134.30,26.3,$332.30,13.0,"79,946.7","10,863.7",$97.08,32.6,1.0,10.1,15.5,4.1,0.2,0.1,1.2
2,1,"(1) Maple, Japanese (Acer palmatum)  at 31.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in excellent condition and planted in full sun.","6,702.5",$155.88,1.9,$0.04,"1,169.1",$134.30,26.3,$332.30,3.0,"79,946.7","10,863.7",$97.08,32.6,1.0,10.1,15.5,4.1,0.2,0.1,1.2
3,2,"(1) Maple, Japanese (Acer palmatum)  at 70.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in excellent condition and planted in full sun.","6,702.5",$155.88,5.3,$0.12,"1,169.1",$134.30,26.3,$332.30,18.4,"79,946.7","10,863.7",$97.08,32.6,1.0,10.1,15.5,4.1,0.2,0.1,1.2
4,3,"(1) Maple, Japanese (Acer palmatum)  at 50.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in excellent condition and planted in full sun.","6,702.5",$155.88,3.4,$0.08,"1,169.1",$134.30,26.3,$332.30,8.6,"79,946.7","10,863.7",$97.08,32.6,1.0,10.1,15.5,4.1,0.2,0.1,1.2
5,4,"(1) Maple, Japanese (Acer palmatum)  at 43.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in excellent condition and planted in full sun.","6,702.5",$155.88,2.8,$0.07,"1,169.1",$134.30,26.3,$332.30,6.1,"79,946.7","10,863.7",$97.08,32.6,1.0,10.1,15.5,4.1,0.2,0.1,1.2
6,5,"(1) Maple, Japanese (Acer palmatum)  at 56.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in excellent condition and planted in full sun.","6,702.5",$155.88,4.0,$0.09,"1,169.1",$134.30,26.3,$332.30,11.1,"79,946.7","10,863.7",$97.08,32.6,1.0,10.1,15.5,4.1,0.2,0.1,1.2
7,6,"(1) Maple, Japanese (Acer palmatum)  at 35.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in excellent condition and planted in full sun.","6,702.5",$155.88,2.2,$0.05,"1,169.1",$134.30,26.3,$332.30,3.9,"79,946.7","10,863.7",$97.08,32.6,1.0,10.1,15.5,4.1,0.2,0.1,1.2
8,7,"(1) Maple, Japanese (Acer palmatum)  at 102.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in excellent condition and planted in full sun.","6,702.5",$155.88,8.5,$0.20,"1,169.1",$134.30,26.3,$332.30,43.2,"79,946.7","10,863.7",$97.08,32.6,1.0,10.1,15.5,4.1,0.2,0.1,1.2
9,8,"(1) Maple, Japanese (Acer palmatum)  at 46.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in excellent condition and planted in full sun.","6,702.5",$155.88,3.1,$0.07,"1,169.1",$134.30,26.3,$332.30,7.1,"79,946.7","10,863.7",$97.08,32.6,1.0,10.1,15.5,4.1,0.2,0.1,1.2
10,9,"(1) Maple, Japanese (Acer palmatum)  at 40.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in excellent condition and planted in full sun.","6,702.5",$155.88,2.6,$0.06,"1,169.1",$134.30,26.3,$332.30,5.2,"79,946.7","10,863.7",$97.08,32.6,1.0,10.1,15.5,4.1,0.2,0.1,1.2
11,10,"(1) Maple, Japanese (Acer palmatum)  at 54.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in excellent condition and planted in full sun.","6,702.5",$155.88,3.8,$0.09,"1,169.1",$134.30,26.3,$332.30,10.2,"79,946.7","10,863.7",$97.08,32.6,1.0,10.1,15.5,4.1,0.2,0.1,1.2
2,1,"(1) Maple, Japanese (Acer palmatum)  at 44.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in excellent condition and planted in full sun.","6,702.5",$155.88,2.9,$0.07,"1,169.1",$134.30,26.3,$332.30,6.5,"79,946.7","10,863.7",$97.08,32.6,1.0,10.1,15.5,4.1,0.2,0.1,1.2
3,2,"(1) Maple, Japanese (Acer palmatum)  at 5.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in fair condition and planted in full sun.","1,185.5",$27.57,714.6,$16.62,193.3,$22.20,4.7,$59.70,0.2,"12,050.7","1,637.5",$14.63,5.6,0.2,1.8,2.7,0.7,0.0,0.0,0.2
4,3,"(1) Maple, Japanese (Acer palmatum)  at 58.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in excellent condition and planted in full sun.","6,702.5",$155.88,4.2,$0.10,"1,169.1",$134.30,26.3,$332.30,12.0,"79,946.7","10,863.7",$97.08,32.6,1.0,10.1,15.5,4.1,0.2,0.1,1.2
5,4,"(1) Maple, Japanese (Acer palmatum)  at 37.0 inches DBH.Planted 0-19 feet and north (0°) of buildings that were built post-1980 with heat and A/C.Trees are in excellent condition and planted in full sun.","6,702.5",$155.88,2.4,$0.05,"1,169.1",$134.30,26.3,$332.30,4.4,"79,946.7","10,863.7",$97.08,32.6,1.0,10.1,15.5,4.1,0.2,0.1,1.2
